,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type,TP
27316, ,,IRE 3265,Stuttgart Hbf 20:15-Reutlingen Hbf 20:49-Tübingen Hbf 20:58-Mössingen 21:11Straßberg-Winterlingen 21:54-Sigmaringen 22:16-Sigmaringendorf 22:21-Mengen 22:26-Altshausen 22:48-Aulendorf 22:56,8098096.0,dep,Aulendorf,13Stuttgart Hbf,20:15,20.06.19,Stuttgart%238098096,0,I,20
27404, ,,IRE 3265,Stuttgart Hbf 20:15-Reutlingen Hbf 20:49-Tübingen Hbf 20:58-Mössingen 21:11Straßberg-Winterlingen 21:54-Storzingen 22:01-Herbertingen 22:31-Herbertingen Ort 22:34-Bad Saulgau 22:40-Aulendorf 22:56,8098096.0,dep,Aulendorf,13Stuttgart Hbf,20:15,20.06.19,Stuttgart%238098096,0,I,20
27555, ,,IRE1(19684),Schwäbisch Gmünd 20:17-Schorndorf 20:29-Stuttgart Hbf 20:51,8098096.0,arr,Schwäbisch Gmünd,11Stuttgart Hbf,20:51,20.06.19,Stuttgart%238098096,0,I,20
27576, ,,IRE 3265,Stuttgart Hbf 20:15-Reutlingen Hbf 20:49-Tübingen Hbf 20:58-Mössingen 21:11Balingen(Württ) 21:31-Albstadt-Ebingen 21:48-Straßberg-Winterlingen 21:54-Storzingen 22:01-Herbertingen Ort 22:34-Aulendorf 22:56,8098096.0,dep,Aulendorf,13Stuttgart Hbf,20:15,20.06.19,Stuttgart%238098096,0,I,20
27602, ,,ICE590,Stuttgart Hbf (Halt entfällt) 20:51-Mannheim Hbf (Halt entfällt) 21:29-Frankfurt(Main)Hbf (Halt entfällt) 22:08,8098096.0,dep,Frankfurt(Main)Hbf,10Stuttgart Hbf,20:51,20.06.19,Stuttgart%238098096,0,I,20
27692, ,21:02,IRE1(19685),Karlsruhe Hbf 20:05-Karlsruhe-Durlach 20:10-Wilferdingen-Singen 20:18-Pforzheim Hbf 20:28-Mühlacker 20:36-Vaihingen(Enz) 20:42-Stuttgart Hbf 20:59,8098096.0,arr,Karlsruhe Hbf,14Stuttgart Hbf,20:59,20.06.19,Stuttgart%238098096,3,I,20
27764, ,,IC2382,Singen(Hohentwiel) 18:35-Engen 18:44-Tuttlingen 18:59-Spaichingen 19:07-Rottweil 19:17-Oberndorf(Neckar) 19:32-Sulz(Neckar) 19:41-Horb 19:51-Bondorf(b Herrenberg) 20:03-Gäufelden 20:07-Herrenberg 20:11-Böblingen 20:22-Stuttgart Hbf 20:43,8098096.0,arr,Singen(Hohentwiel),3Stuttgart Hbf,20:43,20.06.19,Stuttgart%238098096,0,I,20
27860, ,21:03,IRE1(19685),Karlsruhe Hbf 20:05-Karlsruhe-Durlach 20:10-Wilferdingen-Singen 20:18-Pforzheim Hbf 20:28-Mühlacker 20:36-Vaihingen(Enz) 20:42-Stuttgart Hbf 20:59,8098096.0,arr,Karlsruhe Hbf,14Stuttgart Hbf,20:59,20.06.19,Stuttgart%238098096,4,I,20
27986, ,,IRE1(19685),Karlsruhe Hbf 20:05-Karlsruhe-Durlach 20:10-Wilferdingen-Singen 20:18-Pforzheim Hbf 20:28-Mühlacker 20:36-Vaihingen(Enz) 20:42-Stuttgart Hbf 20:59,8098096.0,arr,Karlsruhe Hbf,14Stuttgart Hbf,20:59,20.06.19,Stuttgart%238098096,0,I,20
28009, Grund: Signalstörung@@Gleiswechsel,21:23,ICE771,Hamburg-Altona 14:46-Hamburg Dammtor 14:54-Hamburg Hbf 15:01-Hamburg-Harburg 15:12-Hannover Hbf 16:24-Göttingen 17:18-Kassel-Wilhelmshöhe 17:39-Frankfurt(Main)Hbf 19:06-Frankfurt(M) Flughafen Fernbf 19:23-Mannheim Hbf 19:56-Stuttgart Hbf 20:35,8098096.0,arr,Hamburg-Altona,5Stuttgart Hbf,20:35,20.06.19,Stuttgart%238098096,48,I,20
28084, ,,IRE 3265,Stuttgart Hbf 20:15-Reutlingen Hbf 20:49-Tübingen Hbf 20:58-Mössingen 21:11Straßberg-Winterlingen 21:54-Storzingen 22:01-Sigmaringen 22:16-Herbertingen Ort 22:34-Altshausen 22:48-Aulendorf 22:56,8098096.0,dep,Aulendorf,13Stuttgart Hbf,20:15,20.06.19,Stuttgart%238098096,0,I,20
28116, ,,IRE1(19684),Stuttgart Hbf 20:59-Vaihingen(Enz) 21:15-Mühlacker 21:21-Pforzheim Hbf 21:30-Wilferdingen-Singen 21:40-Karlsruhe-Durlach 21:48-Karlsruhe Hbf 21:53,8098096.0,dep,Karlsruhe Hbf,11Stuttgart Hbf,20:59,20.06.19,Stuttgart%238098096,0,I,20
28172, ,,IRE 3265,Stuttgart Hbf 20:15-Reutlingen Hbf 20:49-Tübingen Hbf 20:58-Mössingen 21:11Balingen(Württ) 21:31-Sigmaringen 22:16-Mengen 22:26-Herbertingen 22:31-Altshausen 22:48-Aulendorf 22:56,8098096.0,dep,Aulendorf,13Stuttgart Hbf,20:15,20.06.19,Stuttgart%238098096,0,I,20
28260, ,,IRE 3265,Stuttgart Hbf 20:15-Reutlingen Hbf 20:49-Tübingen Hbf 20:58-Mössingen 21:11Hechingen 21:19-Balingen(Württ) 21:31-Straßberg-Winterlingen 21:54-Herbertingen 22:31-Herbertingen Ort 22:34-Aulendorf 22:56,8098096.0,dep,Aulendorf,13Stuttgart Hbf,20:15,20.06.19,Stuttgart%238098096,0,I,20
28390, ,,IRE 3265,Stuttgart Hbf 20:15-Reutlingen Hbf 20:49-Tübingen Hbf 20:58-Mössingen 21:11Albstadt-Ebingen 21:48-Mengen 22:26-Herbertingen 22:31-Bad Saulgau 22:40-Altshausen 22:48-Aulendorf 22:56,8098096.0,dep,Aulendorf,13Stuttgart Hbf,20:15,20.06.19,Stuttgart%238098096,0,I,20
28478, ,,IRE 3265,Stuttgart Hbf 20:15-Reutlingen Hbf 20:49-Tübingen Hbf 20:58-Mössingen 21:11Hechingen 21:19-Balingen(Württ) 21:31-Straßberg-Winterlingen 21:54-Storzingen 22:01-Herbertingen 22:31-Aulendorf 22:56,8098096.0,dep,Aulendorf,13Stuttgart Hbf,20:15,20.06.19,Stuttgart%238098096,0,I,20
28608, ,,IRE 3265,Stuttgart Hbf 20:15-Reutlingen Hbf 20:49-Tübingen Hbf 20:58-Mössingen 21:11Storzingen 22:01-Mengen 22:26-Herbertingen 22:31-Herbertingen Ort 22:34-Bad Saulgau 22:40-Aulendorf 22:56,8098096.0,dep,Aulendorf,13Stuttgart Hbf,20:15,20.06.19,Stuttgart%238098096,0,I,20
28873, ,,ICE771,Hamburg-Altona 14:46-Hamburg Dammtor 14:54-Hamburg Hbf 15:01-Hamburg-Harburg 15:12-Hannover Hbf 16:24-Göttingen 17:18-Kassel-Wilhelmshöhe 17:39-Frankfurt(Main)Hbf 19:06-Frankfurt(M) Flughafen Fernbf 19:23-Mannheim Hbf 19:56-Stuttgart Hbf 20:35,8098096.0,arr,Hamburg-Altona,15Stuttgart Hbf,20:35,20.06.19,Stuttgart%238098096,0,I,20
28986, ,,ICE693,Berlin Gesundbrunnen 15:19-Berlin Hbf (tief) 15:27-Berlin Südkreuz 15:34-Lutherstadt Wittenberg Hbf 16:11-Leipzig Hbf 16:48-Erfurt Hbf 17:30-Eisenach 17:56-Fulda 18:50-Frankfurt(Main)Hbf 19:50-Mannheim Hbf 20:30-Stuttgart Hbf 21:08,8098096.0,arr,Berlin Gesundbrunnen,16Stuttgart Hbf,21:08,20.06.19,Stuttgart%238098096,0,I,21
28994, Grund: Verspätung eines vorausfahrenden Zuges@@Gleiswechsel,21:29,ICE919,Dortmund Hbf 17:56-Essen Hbf 18:25-Duisburg Hbf 18:39-Düsseldorf Hbf 18:52-Köln Messe/Deutz Gl.11-12 19:20-Frankfurt(M) Flughafen Fernbf 20:09-Mannheim Hbf 20:41-Stuttgart Hbf 21:23,8098096.0,arr,Dortmund Hbf,7Stuttgart Hbf,21:23,20.06.19,Stuttgart%238098096,6,I,21
28997, Grund: Verspätung eines vorausfahrenden Zuges,21:32,IRE1(19031),Karlsruhe Hbf 20:33-Karlsruhe-Durlach 20:37-Pforzheim Hbf 20:54-Mühlacker 21:02-Vaihingen(Enz) 21:08-Stuttgart Hbf 21:26,8098096.0,arr,Karlsruhe Hbf,6Stuttgart Hbf,21:26,20.06.19,Stuttgart%238098096,6,I,21
29003, ,21:32,IC 182,Zürich HB 18:37-Schaffhausen 19:16-Singen(Hohentwiel) 19:37-Tuttlingen 20:00-Rottweil 20:17-Horb 20:46-Böblingen 21:11-Stuttgart Hbf 21:32,8098096.0,arr,Zürich HB,4Stuttgart Hbf,21:32,20.06.19,Stuttgart%238098096,0,I,21
29010, ,21:43,IRE 3268,Aulendorf 19:04-Mengen 19:36-Sigmaringen 19:50-Albstadt-Ebingen 20:11-Balingen(Württ) 20:27-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29011, Grund: Signalstörung,21:48,ICE510,München Hbf 19:28-München-Pasing 19:36-Augsburg Hbf 20:03-Ulm Hbf 20:49-Stuttgart Hbf 21:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,21:45,20.06.19,Stuttgart%238098096,3,I,21
29016, ,22:03,IC2060,Leipzig Hbf 15:49-Weißenfels 16:19-Naumburg(Saale)Hbf 16:32-Jena Paradies 17:00-Jena-Göschwitz 17:07-Saalfeld(Saale) 17:36-Kronach 18:26-Lichtenfels 18:40-Bamberg 18:57-Erlangen 19:17-Nürnberg Hbf 19:40-Ansbach 20:07-Crailsheim 20:35-Ellwangen 20:51-Aalen Hbf 21:03-Schwäbisch Gmünd 21:19-Schorndorf 21:34-Stuttgart Hbf 21:53,8098096.0,arr,Leipzig Hbf,11Stuttgart Hbf,21:53,20.06.19,Stuttgart%238098096,10,I,21
29017, ,21:56,IC2397,Frankfurt(Main)Hbf 20:20-Darmstadt Hbf 20:37-Bensheim 20:50-Weinheim(Bergstr)Hbf 21:00-Heidelberg Hbf 21:14-Stuttgart Hbf 21:54,8098096.0,arr,Frankfurt(Main)Hbf,6Stuttgart Hbf,21:54,20.06.19,Stuttgart%238098096,2,I,21
29056, ,21:43,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Sigmaringen 19:50-Albstadt-Ebingen 20:11-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29076, ,,IRE1(19685),Stuttgart Hbf 21:08-Schorndorf 21:28-Schwäbisch Gmünd 21:40,8098096.0,dep,Schwäbisch Gmünd,14Stuttgart Hbf,21:08,20.06.19,Stuttgart%238098096,0,I,21
29078, Grund: Warten auf Fahrgäste aus einem anderen Zug,21:32,ICE693,Stuttgart Hbf 21:14-Ulm Hbf 22:10-Augsburg Hbf 22:53-München-Pasing 23:20-München Hbf 23:29,8098096.0,dep,München Hbf,16Stuttgart Hbf,21:14,20.06.19,Stuttgart%238098096,18,I,21
29082, ,,IC2285,Stuttgart Hbf 21:16-Böblingen 21:37-Herrenberg 21:47-Gäufelden 21:51-Bondorf(b Herrenberg) 21:55-Horb 22:06-Sulz(Neckar) 22:17-Oberndorf(Neckar) 22:26-Rottweil 22:41-Spaichingen 22:50-Tuttlingen 22:58-Engen 23:13-Singen(Hohentwiel) 23:25-Radolfzell 23:34-Konstanz 23:50,8098096.0,dep,Konstanz,3Stuttgart Hbf,21:16,20.06.19,Stuttgart%238098096,0,I,21
29090, ,21:37,IRE1(19032),Stuttgart Hbf 21:32-Vaihingen(Enz) 21:47-Mühlacker 21:53-Pforzheim Hbf 22:01-Karlsruhe-Durlach 22:19-Karlsruhe Hbf 22:27,8098096.0,dep,Karlsruhe Hbf,6Stuttgart Hbf,21:32,20.06.19,Stuttgart%238098096,5,I,21
29100, Grund: Signalstörung,21:54,ICE510,Stuttgart Hbf 21:51-Mannheim Hbf 22:29-Frankfurt(M) Flughafen Fernbf 23:08-Mainz Hbf 23:29-Wiesbaden Hbf 23:44,8098096.0,dep,Wiesbaden Hbf,10Stuttgart Hbf,21:51,20.06.19,Stuttgart%238098096,3,I,21
29107, ,22:09,IC2060,Stuttgart Hbf 21:59-Vaihingen(Enz) 22:15-Mühlacker 22:22-Pforzheim Hbf 22:32-Karlsruhe-Durlach 22:51-Karlsruhe Hbf 22:59,8098096.0,dep,Karlsruhe Hbf,11Stuttgart Hbf,21:59,20.06.19,Stuttgart%238098096,10,I,21
29141, ,21:43,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Herbertingen 19:30-Mengen 19:36-Sigmaringen 19:50-Balingen(Württ) 20:27Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29210, ,,ICE919,Dortmund Hbf 17:56-Essen Hbf 18:25-Duisburg Hbf 18:39-Düsseldorf Hbf 18:52-Köln Messe/Deutz Gl.11-12 19:20-Frankfurt(M) Flughafen Fernbf 20:09-Mannheim Hbf 20:41-Stuttgart Hbf 21:23,8098096.0,arr,Dortmund Hbf,8Stuttgart Hbf,21:23,20.06.19,Stuttgart%238098096,0,I,21
29226, ,21:43,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Sigmaringen 19:50-Balingen(Württ) 20:27-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29233, ,21:54,IC2397,Frankfurt(Main)Hbf 20:20-Darmstadt Hbf 20:37-Bensheim 20:50-Weinheim(Bergstr)Hbf 21:00-Heidelberg Hbf 21:14-Stuttgart Hbf 21:54,8098096.0,arr,Frankfurt(Main)Hbf,6Stuttgart Hbf,21:54,20.06.19,Stuttgart%238098096,0,I,21
29311, ,21:43,IRE 3268,Aulendorf 19:04-Bad Saulgau 19:19-Herbertingen Ort 19:25-Sigmaringen 19:50-Albstadt-Ebingen 20:11-Balingen(Württ) 20:27Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29357, ,21:43,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Herbertingen Ort 19:25-Herbertingen 19:30-Sigmaringen 19:50Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29429, ,,IRE1(19031),Karlsruhe Hbf 20:33-Karlsruhe-Durlach 20:37-Pforzheim Hbf 20:54-Mühlacker 21:02-Vaihingen(Enz) 21:08-Stuttgart Hbf 21:26,8098096.0,arr,Karlsruhe Hbf,6Stuttgart Hbf,21:26,20.06.19,Stuttgart%238098096,0,I,21
29435, ,,IC 182,Zürich HB 18:37-Schaffhausen 19:16-Singen(Hohentwiel) 19:37-Tuttlingen 20:00-Rottweil 20:17-Horb 20:46-Böblingen 21:11-Stuttgart Hbf 21:32,8098096.0,arr,Zürich HB,4Stuttgart Hbf,21:32,20.06.19,Stuttgart%238098096,0,I,21
29442, ,21:43,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Herbertingen Ort 19:25-Herbertingen 19:30-Mengen 19:36-Sigmaringen 19:50-Albstadt-Ebingen 20:11-Balingen(Württ) 20:27-Hechingen 20:39-Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29464, ,,ICE693,Stuttgart Hbf 21:14-Ulm Hbf 22:10-Augsburg Hbf 22:53-München-Pasing 23:20-München Hbf 23:29,8098096.0,dep,München Hbf,16Stuttgart Hbf,21:14,20.06.19,Stuttgart%238098096,0,I,21
29486, Grund: Signalstörung,21:53,ICE510,Stuttgart Hbf 21:51-Mannheim Hbf 22:29-Frankfurt(M) Flughafen Fernbf 23:08-Mainz Hbf 23:29-Wiesbaden Hbf 23:44,8098096.0,dep,Wiesbaden Hbf,10Stuttgart Hbf,21:51,20.06.19,Stuttgart%238098096,2,I,21
29527, ,21:43,IRE 3268,Aulendorf 19:04-Bad Saulgau 19:19-Mengen 19:36-Sigmaringen 19:50-Albstadt-Ebingen 20:11-Balingen(Württ) 20:27Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29573, ,21:43,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Sigmaringen 19:50-Albstadt-Ebingen 20:11-Balingen(Württ) 20:27-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29574, Grund: Signalstörung,21:47,ICE510,München Hbf 19:28-München-Pasing 19:36-Augsburg Hbf 20:03-Ulm Hbf 20:49-Stuttgart Hbf 21:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,21:45,20.06.19,Stuttgart%238098096,2,I,21
29607, ,,IRE1(19032),Stuttgart Hbf 21:32-Vaihingen(Enz) 21:47-Mühlacker 21:53-Pforzheim Hbf 22:01-Karlsruhe-Durlach 22:19-Karlsruhe Hbf 22:27,8098096.0,dep,Karlsruhe Hbf,6Stuttgart Hbf,21:32,20.06.19,Stuttgart%238098096,0,I,21
29658, ,21:43,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Herbertingen Ort 19:25-Herbertingen 19:30-Balingen(Württ) 20:27Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29704, ,21:43,IRE 3268,Aulendorf 19:04-Herbertingen Ort 19:25-Sigmaringen 19:50-Albstadt-Ebingen 20:11-Balingen(Württ) 20:27-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29710, Grund: Technische Störung an einem anderen Zug,22:04,IC2060,Leipzig Hbf 15:49-Weißenfels 16:19-Naumburg(Saale)Hbf 16:32-Jena Paradies 17:00-Jena-Göschwitz 17:07-Saalfeld(Saale) 17:36-Kronach 18:26-Lichtenfels 18:40-Bamberg 18:57-Erlangen 19:17-Nürnberg Hbf 19:40-Ansbach 20:07-Crailsheim 20:35-Ellwangen 20:51-Aalen Hbf 21:03-Schwäbisch Gmünd 21:19-Schorndorf 21:34-Stuttgart Hbf 21:53,8098096.0,arr,Leipzig Hbf,11Stuttgart Hbf,21:53,20.06.19,Stuttgart%238098096,11,I,21
29755, Grund: Technische Störung an einem anderen Zug,22:10,IC2060,Stuttgart Hbf 21:59-Vaihingen(Enz) 22:15-Mühlacker 22:22-Pforzheim Hbf 22:32-Karlsruhe-Durlach 22:51-Karlsruhe Hbf 22:59,8098096.0,dep,Karlsruhe Hbf,11Stuttgart Hbf,21:59,20.06.19,Stuttgart%238098096,11,I,21
29789, ,21:43,IRE 3268,Aulendorf 19:04-Herbertingen 19:30-Mengen 19:36-Sigmaringen 19:50-Balingen(Württ) 20:27-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29874, ,21:43,IRE 3268,Aulendorf 19:04-Bad Saulgau 19:19-Herbertingen Ort 19:25-Herbertingen 19:30-Balingen(Württ) 20:27-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29920, ,21:43,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Herbertingen Ort 19:25-Sigmaringen 19:50-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
29926, Grund: Technische Störung an einem anderen Zug,22:02,IC2060,Leipzig Hbf 15:49-Weißenfels 16:19-Naumburg(Saale)Hbf 16:32-Jena Paradies 17:00-Jena-Göschwitz 17:07-Saalfeld(Saale) 17:36-Kronach 18:26-Lichtenfels 18:40-Bamberg 18:57-Erlangen 19:17-Nürnberg Hbf 19:40-Ansbach 20:07-Crailsheim 20:35-Ellwangen 20:51-Aalen Hbf 21:03-Schwäbisch Gmünd 21:19-Schorndorf 21:34-Stuttgart Hbf 21:53,8098096.0,arr,Leipzig Hbf,11Stuttgart Hbf,21:53,20.06.19,Stuttgart%238098096,9,I,21
29971, Grund: Technische Störung an einem anderen Zug,22:09,IC2060,Stuttgart Hbf 21:59-Vaihingen(Enz) 22:15-Mühlacker 22:22-Pforzheim Hbf 22:32-Karlsruhe-Durlach 22:51-Karlsruhe Hbf 22:59,8098096.0,dep,Karlsruhe Hbf,11Stuttgart Hbf,21:59,20.06.19,Stuttgart%238098096,10,I,21
30005, ,21:43,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Herbertingen Ort 19:25-Albstadt-Ebingen 20:11-Balingen(Württ) 20:27-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
30136, ,21:43,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Herbertingen Ort 19:25-Herbertingen 19:30-Albstadt-Ebingen 20:11Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
30221, ,,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Mengen 19:36-Albstadt-Ebingen 20:11-Balingen(Württ) 20:27-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
30306, ,,IRE 3268,Aulendorf 19:04-Bad Saulgau 19:19-Herbertingen Ort 19:25-Albstadt-Ebingen 20:11-Balingen(Württ) 20:27-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
30307, ,,ICE510,München Hbf 19:28-München-Pasing 19:36-Augsburg Hbf 20:03-Ulm Hbf 20:49-Stuttgart Hbf 21:45,8098096.0,arr,München Hbf,10Stuttgart Hbf,21:45,20.06.19,Stuttgart%238098096,0,I,21
30312, Grund: Technische Störung an einem anderen Zug,22:03,IC2060,Leipzig Hbf 15:49-Weißenfels 16:19-Naumburg(Saale)Hbf 16:32-Jena Paradies 17:00-Jena-Göschwitz 17:07-Saalfeld(Saale) 17:36-Kronach 18:26-Lichtenfels 18:40-Bamberg 18:57-Erlangen 19:17-Nürnberg Hbf 19:40-Ansbach 20:07-Crailsheim 20:35-Ellwangen 20:51-Aalen Hbf 21:03-Schwäbisch Gmünd 21:19-Schorndorf 21:34-Stuttgart Hbf 21:53,8098096.0,arr,Leipzig Hbf,11Stuttgart Hbf,21:53,20.06.19,Stuttgart%238098096,10,I,21
30357, Grund: Technische Störung an einem anderen Zug,22:08,IC2060,Stuttgart Hbf 21:59-Vaihingen(Enz) 22:15-Mühlacker 22:22-Pforzheim Hbf 22:32-Karlsruhe-Durlach 22:51-Karlsruhe Hbf 22:59,8098096.0,dep,Karlsruhe Hbf,11Stuttgart Hbf,21:59,20.06.19,Stuttgart%238098096,9,I,21
30391, ,,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Herbertingen Ort 19:25-Herbertingen 19:30-Sigmaringen 19:50Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
30437, ,,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Sigmaringen 19:50-Balingen(Württ) 20:27-Hechingen 20:39Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
30522, ,,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Herbertingen Ort 19:25-Herbertingen 19:30-Balingen(Württ) 20:27Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
30653, ,,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Herbertingen Ort 19:25-Herbertingen 19:30-Mengen 19:36Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
30738, ,,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Herbertingen Ort 19:25-Sigmaringen 19:50-Albstadt-Ebingen 20:11Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
30784, ,,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Herbertingen Ort 19:25-Herbertingen 19:30-Mengen 19:36-Sigmaringen 19:50-Albstadt-Ebingen 20:11-Balingen(Württ) 20:27-Hechingen 20:39-Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
30869, ,,IRE 3268,Aulendorf 19:04-Altshausen 19:11-Bad Saulgau 19:19-Herbertingen 19:30-Mengen 19:36-Sigmaringen 19:50Mössingen 20:46-Tübingen Hbf 21:00-Reutlingen Hbf 21:09-Stuttgart Hbf 21:43,8098096.0,arr,Aulendorf,12Stuttgart Hbf,21:43,20.06.19,Stuttgart%238098096,0,I,21
