,TAA,TA,TIN,TIR,TSI,TIM,TIRE,TIP,TIT,TID,TSC,TAc,Type,TP
14879, ,,IC2217,Köln Hbf 14:53-Bonn Hbf 15:12-Koblenz Hbf 15:46-Mainz Hbf 16:39-Mannheim Hbf 17:21-Heidelberg Hbf 17:34-Wiesloch-Walldorf 17:43-Vaihingen(Enz) 18:08-Stuttgart Hbf 18:29,8000207.0,dep,Stuttgart Hbf,7,14:53,20.06.19,Koeln%238000207,0,I,14
14882, Grund: Verspätung aus vorheriger Fahrt@@Gleiswechsel,15:20,ICE109,Köln Hbf 14:55-Siegburg/Bonn 15:08-Frankfurt(M) Flughafen Fernbf 15:49-Mannheim Hbf 16:23-Karlsruhe Hbf 16:58-Offenburg 17:27-Freiburg(Breisgau) Hbf 17:59-Basel Bad Bf 18:34-Basel SBB 18:47,8000207.0,dep,Basel SBB,5,14:55,20.06.19,Koeln%238000207,25,I,14
14952, Fährt heute erst ab Freiburg(Breisgau) Hbf@@Grund: Technische Störung am Zug,16:10,ICE108,Basel SBB (Halt entfällt) 11:13-Basel Bad Bf (Halt entfällt) 11:23-Freiburg(Breisgau) Hbf 11:56-Offenburg 12:29-Karlsruhe Hbf 13:00-Mannheim Hbf 13:35-Frankfurt(M) Flughafen Fernbf 14:09-Siegburg/Bonn 14:47-Köln Hbf 15:05,8000207.0,arr,Basel SBB,4,15:05,20.06.19,Koeln%238000207,65,I,15
14953, ,,IC2312,Stuttgart Hbf 11:37-Vaihingen(Enz) 11:56-Heidelberg Hbf 12:25-Mannheim Hbf 12:39-Mainz Hbf 13:20-Koblenz Hbf 14:13-Bonn Hbf 14:46-Köln Hbf 15:05,8000207.0,arr,Stuttgart Hbf,5,15:05,20.06.19,Koeln%238000207,0,I,15
14957, Grund: Personen im Gleis,15:29,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,6,15:09,20.06.19,Koeln%238000207,20,I,15
14968, ,15:19,ICE125,Amsterdam Centraal 12:38-Utrecht Centraal 13:07-Arnhem Centraal 13:37-Oberhausen Hbf 14:26-Duisburg Hbf 14:34-Düsseldorf Hbf 14:50-Köln Hbf 15:19,8000207.0,arr,Amsterdam Centraal,6,15:19,20.06.19,Koeln%238000207,0,I,15
14979, ,15:35,ICE 14,Frankfurt(Main)Hbf 14:29-Frankfurt(M) Flughafen Fernbf 14:43-Köln Hbf 15:33,8000207.0,arr,Frankfurt(Main)Hbf,6 D-G,15:33,20.06.19,Koeln%238000207,2,I,15
14989, Grund: Notarzteinsatz am Gleis,15:52,IC2004,Konstanz 09:07-Radolfzell 09:21-Singen(Hohentwiel) 09:30-Immendingen 09:51-Donaueschingen 10:05-Villingen(Schwarzw) 10:16-St Georgen(Schwarzw) 10:26-Triberg 10:42-Hornberg(Schwarzw) 10:56-Hausach 11:05-Offenburg 11:39-Baden-Baden 12:02-Karlsruhe Hbf 12:21-Mannheim Hbf 12:58-Worms Hbf 13:15-Mainz Hbf 13:44-Bingen(Rhein) Hbf 14:07-Koblenz Hbf 14:44-Andernach 14:56-Remagen 15:08-Bonn Hbf 15:23-Köln Hbf 15:43,8000207.0,arr,Konstanz,3,15:43,20.06.19,Koeln%238000207,9,I,15
14993, Grund: Verspätung eines vorausfahrenden Zuges,15:51,IC2027,Hamburg-Altona 11:30-Hamburg Dammtor 11:38-Hamburg Hbf 11:46-Hamburg-Harburg 11:57-Bremen Hbf 12:44-Osnabrück Hbf 13:37-Münster(Westf)Hbf 14:02-Dortmund Hbf 14:38-Wuppertal Hbf 15:14-Solingen Hbf 15:28-Köln Hbf 15:46,8000207.0,arr,Hamburg-Altona,7,15:46,20.06.19,Koeln%238000207,5,I,15
14995, ,15:51,ICE611,Dortmund Hbf 14:35-Bochum Hbf 14:48-Essen Hbf 15:00-Duisburg Hbf 15:13-Düsseldorf Hbf 15:27-Köln Hbf 15:49,8000207.0,arr,Dortmund Hbf,6,15:49,20.06.19,Koeln%238000207,2,I,15
15004, Grund: Notarzteinsatz am Gleis@@Gleiswechsel,15:13,ICE200,Basel SBB 09:13-Basel Bad Bf 09:23-Freiburg(Breisgau) Hbf 09:56-Offenburg 10:29-Karlsruhe Hbf 10:59-Mannheim Hbf 11:35-Frankfurt(M) Flughafen Fernbf 12:09-Siegburg/Bonn 12:47-Köln Hbf 13:05,8000207.0,arr,Basel SBB,5,13:05,20.06.19,Koeln%238000207,128,I,13
15052, Grund: Verspätung eines vorausfahrenden Zuges,15:50,IC2027,Hamburg-Altona 11:30-Hamburg Dammtor 11:38-Hamburg Hbf 11:46-Hamburg-Harburg 11:57-Bremen Hbf 12:44-Osnabrück Hbf 13:37-Münster(Westf)Hbf 14:02-Dortmund Hbf 14:38-Wuppertal Hbf 15:14-Solingen Hbf 15:28-Köln Hbf 15:46,8000207.0,arr,Hamburg-Altona,7,15:46,20.06.19,Koeln%238000207,4,I,15
15063, ,,ICE200,Basel SBB 09:13-Basel Bad Bf 09:23-Freiburg(Breisgau) Hbf 09:56-Offenburg 10:29-Karlsruhe Hbf 10:59-Mannheim Hbf 11:35-Frankfurt(M) Flughafen Fernbf 12:09-Siegburg/Bonn 12:47-Köln Hbf 13:05,8000207.0,arr,Basel SBB,4,13:05,20.06.19,Koeln%238000207,0,I,13
15075, Grund: Personen im Gleis,15:28,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,6,15:09,20.06.19,Koeln%238000207,19,I,15
15097, ,15:37,ICE 14,Frankfurt(Main)Hbf 14:29-Frankfurt(M) Flughafen Fernbf 14:43-Köln Hbf 15:33,8000207.0,arr,Frankfurt(Main)Hbf,6 D-G,15:33,20.06.19,Koeln%238000207,4,I,15
15193, Grund: Personen im Gleis,15:30,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,6,15:09,20.06.19,Koeln%238000207,21,I,15
15229, Grund: Verspätung eines vorausfahrenden Zuges,15:49,IC2027,Hamburg-Altona 11:30-Hamburg Dammtor 11:38-Hamburg Hbf 11:46-Hamburg-Harburg 11:57-Bremen Hbf 12:44-Osnabrück Hbf 13:37-Münster(Westf)Hbf 14:02-Dortmund Hbf 14:38-Wuppertal Hbf 15:14-Solingen Hbf 15:28-Köln Hbf 15:46,8000207.0,arr,Hamburg-Altona,7,15:46,20.06.19,Koeln%238000207,3,I,15
15306, Fährt heute erst ab Freiburg(Breisgau) Hbf@@Grund: Technische Störung am Zug,16:11,ICE108,Basel SBB (Halt entfällt) 11:13-Basel Bad Bf (Halt entfällt) 11:23-Freiburg(Breisgau) Hbf 11:56-Offenburg 12:29-Karlsruhe Hbf 13:00-Mannheim Hbf 13:35-Frankfurt(M) Flughafen Fernbf 14:09-Siegburg/Bonn 14:47-Köln Hbf 15:05,8000207.0,arr,Basel SBB,4,15:05,20.06.19,Koeln%238000207,66,I,15
15311, Grund: Personen im Gleis,15:31,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,6,15:09,20.06.19,Koeln%238000207,22,I,15
15322, ,,ICE125,Amsterdam Centraal 12:38-Utrecht Centraal 13:07-Arnhem Centraal 13:37-Oberhausen Hbf 14:26-Duisburg Hbf 14:34-Düsseldorf Hbf 14:50-Köln Hbf 15:19,8000207.0,arr,Amsterdam Centraal,6,15:19,20.06.19,Koeln%238000207,0,I,15
15381, Grund: Verspätung eines vorausfahrenden Zuges,15:25,ICE125,Amsterdam Centraal 12:38-Utrecht Centraal 13:07-Arnhem Centraal 13:37-Oberhausen Hbf 14:26-Duisburg Hbf 14:34-Düsseldorf Hbf 14:50-Köln Hbf 15:19,8000207.0,arr,Amsterdam Centraal,6,15:19,20.06.19,Koeln%238000207,6,I,15
15392, ,15:38,ICE 14,Frankfurt(Main)Hbf 14:29-Frankfurt(M) Flughafen Fernbf 14:43-Köln Hbf 15:33,8000207.0,arr,Frankfurt(Main)Hbf,6 D-G,15:33,20.06.19,Koeln%238000207,5,I,15
15408, ,15:49,ICE611,Dortmund Hbf 14:35-Bochum Hbf 14:48-Essen Hbf 15:00-Duisburg Hbf 15:13-Düsseldorf Hbf 15:27-Köln Hbf 15:49,8000207.0,arr,Dortmund Hbf,6,15:49,20.06.19,Koeln%238000207,0,I,15
15547, Grund: Personen im Gleis@@Gleiswechsel,15:30,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,7,15:09,20.06.19,Koeln%238000207,21,I,15
15627, ,15:36,ICE 14,Frankfurt(Main)Hbf 14:29-Frankfurt(M) Flughafen Fernbf 14:43-Köln Hbf 15:33,8000207.0,arr,Frankfurt(Main)Hbf,6 D-G,15:33,20.06.19,Koeln%238000207,3,I,15
15641, Grund: Verspätung eines vorausfahrenden Zuges,15:53,IC2027,Hamburg-Altona 11:30-Hamburg Dammtor 11:38-Hamburg Hbf 11:46-Hamburg-Harburg 11:57-Bremen Hbf 12:44-Osnabrück Hbf 13:37-Münster(Westf)Hbf 14:02-Dortmund Hbf 14:38-Wuppertal Hbf 15:14-Solingen Hbf 15:28-Köln Hbf 15:46,8000207.0,arr,Hamburg-Altona,7,15:46,20.06.19,Koeln%238000207,7,I,15
15721, ,,ICE650,Berlin Gesundbrunnen 10:35-Berlin Hbf (tief) 10:50-Berlin-Spandau 11:02-Hannover Hbf 12:31-Bielefeld Hbf 13:26-Hamm(Westf) 13:56-Wuppertal Hbf 14:40-Köln Hbf 15:09,8000207.0,arr,Berlin Gesundbrunnen,6,15:09,20.06.19,Koeln%238000207,0,I,15
15753, Grund: Notarzteinsatz am Gleis,15:53,IC2004,Konstanz 09:07-Radolfzell 09:21-Singen(Hohentwiel) 09:30-Immendingen 09:51-Donaueschingen 10:05-Villingen(Schwarzw) 10:16-St Georgen(Schwarzw) 10:26-Triberg 10:42-Hornberg(Schwarzw) 10:56-Hausach 11:05-Offenburg 11:39-Baden-Baden 12:02-Karlsruhe Hbf 12:21-Mannheim Hbf 12:58-Worms Hbf 13:15-Mainz Hbf 13:44-Bingen(Rhein) Hbf 14:07-Koblenz Hbf 14:44-Andernach 14:56-Remagen 15:08-Bonn Hbf 15:23-Köln Hbf 15:43,8000207.0,arr,Konstanz,3,15:43,20.06.19,Koeln%238000207,10,I,15
15769, ,,ICE109,Köln Hbf 14:55-Siegburg/Bonn 15:08-Frankfurt(M) Flughafen Fernbf 15:49-Mannheim Hbf 16:23-Karlsruhe Hbf 16:58-Offenburg 17:27-Freiburg(Breisgau) Hbf 17:59-Basel Bad Bf 18:34-Basel SBB 18:47,8000207.0,dep,Basel SBB,6,14:55,20.06.19,Koeln%238000207,0,I,14
15779, ,,IC2312,Köln Hbf 15:10-Düsseldorf Hbf 15:31-Duisburg Hbf 15:44-Essen Hbf 15:57-Gelsenkirchen Hbf 16:11-Münster(Westf)Hbf 16:55-Osnabrück Hbf 17:21-Bremen Hbf 18:16-Hamburg-Harburg 19:02-Hamburg Hbf 19:14-Hamburg Dammtor 19:20-Hamburg-Altona 19:29,8000207.0,dep,Hamburg-Altona,5,15:10,20.06.19,Koeln%238000207,0,I,15
15782, ,,IC2045,Köln Hbf 15:13-Solingen Hbf 15:29-Wuppertal Hbf 15:42-Hagen Hbf 16:00-Dortmund Hbf 16:21-Hamm(Westf) 16:42-Bielefeld Hbf 17:16-Minden(Westf) 17:45-Hannover Hbf 18:18-Braunschweig Hbf 19:08-Magdeburg Hbf 19:54-Dessau Hbf 20:40-Bitterfeld 20:57-Leipzig Hbf 21:15-Riesa 22:01-Dresden-Neustadt 22:33-Dresden Hbf 22:39,8000207.0,dep,Dresden Hbf,2 A-C,15:13,20.06.19,Koeln%238000207,0,I,15
15786, ,,IC2157,Köln Hbf 15:20-Düsseldorf Hbf 15:43-Düsseldorf Flughafen 15:50-Duisburg Hbf 16:00-Essen Hbf 16:14-Bochum Hbf 16:27-Dortmund Hbf 16:40-Hamm(Westf) 17:02-Soest 17:21-Lippstadt 17:31-Paderborn Hbf 17:47-Altenbeken 18:02-Warburg(Westf) 18:24-Kassel-Wilhelmshöhe 18:57-Eisenach 19:54-Gotha 20:10-Erfurt Hbf 20:42-Weimar 20:57-Jena West 21:13-Jena-Göschwitz 21:19-Stadtroda 21:28-Hermsdorf-Klosterlausnitz 21:38-Gera Hbf 21:55,8000207.0,dep,Gera Hbf,5 A-C,15:20,20.06.19,Koeln%238000207,0,I,15
15796, ,,ICE125,Köln Hbf 15:29-Frankfurt(M) Flughafen Fernbf 16:18-Frankfurt(Main)Hbf 16:31,8000207.0,dep,Frankfurt(Main)Hbf,6,15:29,20.06.19,Koeln%238000207,0,I,15
15808, ,15:43,ICE 14,Köln Hbf 15:43-Aachen Hbf 16:16-Liège-Guillemins 16:44-Bruxelles-Nord 17:26-Bruxelles Midi 17:35Köln Hbf - Aachen Hbf: Information. Weitere Informationen,8000207.0,dep,Bruxelles Midi,6 D-G,15:43,20.06.19,Koeln%238000207,0,I,15
15810, Grund: Notarzteinsatz am Gleis,15:56,IC2004,Köln Hbf 15:46-Düsseldorf Hbf 16:09-Duisburg Hbf 16:24-Oberhausen Hbf 16:31-Gelsenkirchen Hbf 16:43-Wanne-Eickel Hbf 16:49-Recklinghausen Hbf 16:58-Münster(Westf)Hbf 17:28-Rheine 17:54-Lingen(Ems) 18:13-Meppen 18:27-Papenburg(Ems) 18:54-Leer(Ostfriesl) 19:07-Emden Hbf 19:25,8000207.0,dep,Emden Hbf,3 A-C,15:46,20.06.19,Koeln%238000207,10,I,15
15813, Gleiswechsel,15:48,IC1914,Köln Hbf 15:48-Wuppertal Hbf 16:14-Hagen Hbf 16:33-Hamm(Westf) 17:02-Hannover Hbf 19:01-Wolfsburg Hbf 19:36-Berlin-Spandau 20:38-Berlin Hbf 20:56-Berlin Ostbahnhof 21:08,8000207.0,dep,Berlin Ostbahnhof,3,15:48,20.06.19,Koeln%238000207,0,I,15
15817, Grund: Verspätung eines vorausfahrenden Zuges,15:56,IC2027,Köln Hbf 15:53-Bonn Hbf 16:12-Koblenz Hbf 16:46-Mainz Hbf 17:39-Frankfurt(M) Flughafen Fernbf 17:59-Frankfurt(Main)Hbf 18:13-Hanau Hbf 18:36-Aschaffenburg Hbf 18:50-Würzburg Hbf 19:32-Nürnberg Hbf 20:27-Regensburg Hbf 21:31-Straubing 21:53-Plattling 22:07-Passau Hbf 22:41,8000207.0,dep,Passau Hbf,7,15:53,20.06.19,Koeln%238000207,3,I,15
15820, ,15:57,ICE611,Köln Hbf 15:55-Frankfurt(M) Flughafen Fernbf 16:50-Mannheim Hbf 17:23-Stuttgart Hbf 18:08-Ulm Hbf 19:10-Augsburg Hbf 19:53-München-Pasing 20:19-München Hbf 20:28,8000207.0,dep,München Hbf,6,15:55,20.06.19,Koeln%238000207,2,I,15
15857, ,,ICE 14,Frankfurt(Main)Hbf 14:29-Frankfurt(M) Flughafen Fernbf 14:43-Köln Hbf 15:33,8000207.0,arr,Frankfurt(Main)Hbf,6 D-G,15:33,20.06.19,Koeln%238000207,0,I,15
15983, Grund: Verspätung eines vorausfahrenden Zuges,15:55,IC2027,Hamburg-Altona 11:30-Hamburg Dammtor 11:38-Hamburg Hbf 11:46-Hamburg-Harburg 11:57-Bremen Hbf 12:44-Osnabrück Hbf 13:37-Münster(Westf)Hbf 14:02-Dortmund Hbf 14:38-Wuppertal Hbf 15:14-Solingen Hbf 15:28-Köln Hbf 15:46,8000207.0,arr,Hamburg-Altona,7,15:46,20.06.19,Koeln%238000207,9,I,15
16151, Grund: Verspätung eines vorausfahrenden Zuges,15:54,IC2027,Hamburg-Altona 11:30-Hamburg Dammtor 11:38-Hamburg Hbf 11:46-Hamburg-Harburg 11:57-Bremen Hbf 12:44-Osnabrück Hbf 13:37-Münster(Westf)Hbf 14:02-Dortmund Hbf 14:38-Wuppertal Hbf 15:14-Solingen Hbf 15:28-Köln Hbf 15:46,8000207.0,arr,Hamburg-Altona,7,15:46,20.06.19,Koeln%238000207,8,I,15
16203, Grund: Notarzteinsatz am Gleis,15:51,IC2004,Konstanz 09:07-Radolfzell 09:21-Singen(Hohentwiel) 09:30-Immendingen 09:51-Donaueschingen 10:05-Villingen(Schwarzw) 10:16-St Georgen(Schwarzw) 10:26-Triberg 10:42-Hornberg(Schwarzw) 10:56-Hausach 11:05-Offenburg 11:39-Baden-Baden 12:02-Karlsruhe Hbf 12:21-Mannheim Hbf 12:58-Worms Hbf 13:15-Mainz Hbf 13:44-Bingen(Rhein) Hbf 14:07-Koblenz Hbf 14:44-Andernach 14:56-Remagen 15:08-Bonn Hbf 15:23-Köln Hbf 15:43,8000207.0,arr,Konstanz,3,15:43,20.06.19,Koeln%238000207,8,I,15
16334, Fährt heute erst ab Freiburg(Breisgau) Hbf@@Grund: Technische Störung am Zug,16:12,ICE108,Basel SBB (Halt entfällt) 11:13-Basel Bad Bf (Halt entfällt) 11:23-Freiburg(Breisgau) Hbf 11:56-Offenburg 12:29-Karlsruhe Hbf 13:00-Mannheim Hbf 13:35-Frankfurt(M) Flughafen Fernbf 14:09-Siegburg/Bonn 14:47-Köln Hbf 15:05,8000207.0,arr,Basel SBB,4,15:05,20.06.19,Koeln%238000207,67,I,15
16489, ,,ICE611,Dortmund Hbf 14:35-Bochum Hbf 14:48-Essen Hbf 15:00-Duisburg Hbf 15:13-Düsseldorf Hbf 15:27-Köln Hbf 15:49,8000207.0,arr,Dortmund Hbf,6,15:49,20.06.19,Koeln%238000207,0,I,15
16539, Grund: Notarzteinsatz am Gleis@@Gleiswechsel,15:52,IC2004,Konstanz 09:07-Radolfzell 09:21-Singen(Hohentwiel) 09:30-Immendingen 09:51-Donaueschingen 10:05-Villingen(Schwarzw) 10:16-St Georgen(Schwarzw) 10:26-Triberg 10:42-Hornberg(Schwarzw) 10:56-Hausach 11:05-Offenburg 11:39-Baden-Baden 12:02-Karlsruhe Hbf 12:21-Mannheim Hbf 12:58-Worms Hbf 13:15-Mainz Hbf 13:44-Bingen(Rhein) Hbf 14:07-Koblenz Hbf 14:44-Andernach 14:56-Remagen 15:08-Bonn Hbf 15:23-Köln Hbf 15:43,8000207.0,arr,Konstanz,2,15:43,20.06.19,Koeln%238000207,9,I,15
16545, Grund: Verspätung eines vorausfahrenden Zuges,15:53,ICE611,Dortmund Hbf 14:35-Bochum Hbf 14:48-Essen Hbf 15:00-Duisburg Hbf 15:13-Düsseldorf Hbf 15:27-Köln Hbf 15:49,8000207.0,arr,Dortmund Hbf,6,15:49,20.06.19,Koeln%238000207,4,I,15
16595, ,,IC2004,Konstanz 09:07-Radolfzell 09:21-Singen(Hohentwiel) 09:30-Immendingen 09:51-Donaueschingen 10:05-Villingen(Schwarzw) 10:16-St Georgen(Schwarzw) 10:26-Triberg 10:42-Hornberg(Schwarzw) 10:56-Hausach 11:05-Offenburg 11:39-Baden-Baden 12:02-Karlsruhe Hbf 12:21-Mannheim Hbf 12:58-Worms Hbf 13:15-Mainz Hbf 13:44-Bingen(Rhein) Hbf 14:07-Koblenz Hbf 14:44-Andernach 14:56-Remagen 15:08-Bonn Hbf 15:23-Köln Hbf 15:43,8000207.0,arr,Konstanz,3,15:43,20.06.19,Koeln%238000207,0,I,15
16599, Grund: Verspätung eines vorausfahrenden Zuges,15:56,IC2027,Hamburg-Altona 11:30-Hamburg Dammtor 11:38-Hamburg Hbf 11:46-Hamburg-Harburg 11:57-Bremen Hbf 12:44-Osnabrück Hbf 13:37-Münster(Westf)Hbf 14:02-Dortmund Hbf 14:38-Wuppertal Hbf 15:14-Solingen Hbf 15:28-Köln Hbf 15:46,8000207.0,arr,Hamburg-Altona,7,15:46,20.06.19,Koeln%238000207,10,I,15
16649, ,,ICE 14,Köln Hbf 15:43-Aachen Hbf 16:16-Liège-Guillemins 16:44-Bruxelles-Nord 17:26-Bruxelles Midi 17:35Aachen Hbf: Information. Weitere Informationen,8000207.0,dep,Bruxelles Midi,6 D-G,15:43,20.06.19,Koeln%238000207,0,I,15
16651, Grund: Notarzteinsatz am Gleis@@Gleiswechsel,15:55,IC2004,Köln Hbf 15:46-Düsseldorf Hbf 16:09-Duisburg Hbf 16:24-Oberhausen Hbf 16:31-Gelsenkirchen Hbf 16:43-Wanne-Eickel Hbf 16:49-Recklinghausen Hbf 16:58-Münster(Westf)Hbf 17:28-Rheine 17:54-Lingen(Ems) 18:13-Meppen 18:27-Papenburg(Ems) 18:54-Leer(Ostfriesl) 19:07-Emden Hbf 19:25,8000207.0,dep,Emden Hbf,2,15:46,20.06.19,Koeln%238000207,9,I,15
16654, ,,IC1914,Köln Hbf 15:48-Wuppertal Hbf 16:14-Hagen Hbf 16:33-Hamm(Westf) 17:02-Hannover Hbf 19:01-Wolfsburg Hbf 19:36-Berlin-Spandau 20:38-Berlin Hbf 20:56-Berlin Ostbahnhof 21:08,8000207.0,dep,Berlin Ostbahnhof,2,15:48,20.06.19,Koeln%238000207,0,I,15
16658, Grund: Verspätung eines vorausfahrenden Zuges,15:59,IC2027,Köln Hbf 15:53-Bonn Hbf 16:12-Koblenz Hbf 16:46-Mainz Hbf 17:39-Frankfurt(M) Flughafen Fernbf 17:59-Frankfurt(Main)Hbf 18:13-Hanau Hbf 18:36-Aschaffenburg Hbf 18:50-Würzburg Hbf 19:32-Nürnberg Hbf 20:27-Regensburg Hbf 21:31-Straubing 21:53-Plattling 22:07-Passau Hbf 22:41,8000207.0,dep,Passau Hbf,7,15:53,20.06.19,Koeln%238000207,6,I,15
16661, Grund: Verspätung eines vorausfahrenden Zuges,15:58,ICE611,Köln Hbf 15:55-Frankfurt(M) Flughafen Fernbf 16:50-Mannheim Hbf 17:23-Stuttgart Hbf 18:08-Ulm Hbf 19:10-Augsburg Hbf 19:53-München-Pasing 20:19-München Hbf 20:28,8000207.0,dep,München Hbf,6,15:55,20.06.19,Koeln%238000207,3,I,15
16823, ,,IC2027,Hamburg-Altona 11:30-Hamburg Dammtor 11:38-Hamburg Hbf 11:46-Hamburg-Harburg 11:57-Bremen Hbf 12:44-Osnabrück Hbf 13:37-Münster(Westf)Hbf 14:02-Dortmund Hbf 14:38-Wuppertal Hbf 15:14-Solingen Hbf 15:28-Köln Hbf 15:46,8000207.0,arr,Hamburg-Altona,7,15:46,20.06.19,Koeln%238000207,0,I,15
17287, Grund: Personen im Gleis,16:18,IC2026,Frankfurt(Main)Hbf 13:44-Frankfurt(M) Flughafen Fernbf 13:58-Mainz Hbf 14:20-Koblenz Hbf 15:13-Bonn Hbf 15:46-Köln Hbf 16:05,8000207.0,arr,Frankfurt(Main)Hbf,4,16:05,20.06.19,Koeln%238000207,13,I,16
17288, ,,ICE518,München Hbf 11:28-München-Pasing 11:36-Augsburg Hbf 12:03-Ulm Hbf 12:49-Stuttgart Hbf 13:51-Mannheim Hbf 14:36-Frankfurt(M) Flughafen Fernbf 15:09-Siegburg/Bonn 15:47-Köln Hbf 16:05,8000207.0,arr,München Hbf,5,16:05,20.06.19,Koeln%238000207,0,I,16
17297, Grund: Personen im Gleis,16:23,IC2019,Norddeich Mole 11:36-Norddeich 11:39-Norden 11:46-Emden Hbf 12:34-Leer(Ostfriesl) 12:53-Papenburg(Ems) 13:04-Meppen 13:31-Lingen(Ems) 13:44-Rheine 14:04-Münster(Westf)Hbf 14:32-Recklinghausen Hbf 15:00-Wanne-Eickel Hbf 15:09-Gelsenkirchen Hbf 15:15-Oberhausen Hbf 15:27-Duisburg Hbf 15:34-Düsseldorf Hbf 15:49-Köln Hbf 16:13,8000207.0,arr,Norddeich Mole,7 D-G,16:13,20.06.19,Koeln%238000207,10,I,16
17299, Fährt heute erst ab Liège-Guillemins@@Grund: Verspätung im Ausland,16:40,ICE 17,Bruxelles Midi (Halt entfällt) 14:25-Bruxelles-Nord (Halt entfällt) 14:34-Liège-Guillemins 15:14-Aachen Hbf 15:39-Köln Hbf 16:15,8000207.0,arr,Bruxelles Midi,4,16:15,20.06.19,Koeln%238000207,25,I,16
17319, ,16:39,ICE816,Frankfurt(Main)Hbf 15:16-Frankfurt(M) Flughafen Fernbf 15:31-Limburg Süd 15:49-Montabaur 16:00-Siegburg/Bonn 16:20-Köln Hbf 16:39,8000207.0,arr,Frankfurt(Main)Hbf,5 D-G,16:39,20.06.19,Koeln%238000207,0,I,16
17324, ,16:48,IC2012,Oberstdorf 09:51-Fischen 10:02-Sonthofen 10:12-Immenstadt 10:40-Kempten(Allgäu)Hbf 10:55-Memmingen 11:27-Ulm Hbf 11:57-Göppingen 12:35-Plochingen 12:49-Stuttgart Hbf 13:12-Heidelberg Hbf 13:55-Mannheim Hbf 14:08-Mainz Hbf 14:49-Bingen(Rhein) Hbf 15:07-Koblenz Hbf 15:44-Andernach 15:56-Remagen 16:08-Bonn Hbf 16:23-Köln Hbf 16:43,8000207.0,arr,Oberstdorf,3,16:43,20.06.19,Koeln%238000207,5,I,16
17328, ,16:46,IC2048,Dresden Hbf 09:10-Dresden-Neustadt 09:16-Riesa 09:48-Leipzig Hbf 10:36-Bitterfeld 10:57-Dessau Hbf 11:14-Magdeburg Hbf 12:03-Braunschweig Hbf 12:49-Hannover Hbf 13:40-Minden(Westf) 14:14-Bielefeld Hbf 14:42-Hamm(Westf) 15:16-Dortmund Hbf 15:37-Hagen Hbf 15:58-Wuppertal Hbf 16:14-Solingen Hbf 16:27-Köln Hbf 16:46,8000207.0,arr,Dresden Hbf,9 D-G,16:46,20.06.19,Koeln%238000207,0,I,16
17330, Grund: Verspätung eines vorausfahrenden Zuges,16:52,IC2311,Westerland(Sylt) 09:26-Niebüll 10:13-Husum 10:42-Heide(Holst) 11:08-Itzehoe 11:55-Hamburg Dammtor 12:39-Hamburg Hbf 12:46-Hamburg-Harburg 12:57-Bremen Hbf 13:44-Osnabrück Hbf 14:37-Münster(Westf)Hbf 15:02-Gelsenkirchen Hbf 15:47-Duisburg Hbf 16:13-Düsseldorf Hbf 16:27-Köln Hbf 16:50,8000207.0,arr,Westerland(Sylt),7,16:50,20.06.19,Koeln%238000207,2,I,16
17339, ,,ICE108,Basel SBB (Halt entfällt) 11:13-Basel Bad Bf (Halt entfällt) 11:23-Freiburg(Breisgau) Hbf 11:56-Offenburg 12:29-Karlsruhe Hbf 13:00-Mannheim Hbf 13:35-Frankfurt(M) Flughafen Fernbf 14:09-Siegburg/Bonn 14:47-Köln Hbf 15:05,8000207.0,arr,Basel SBB,4,15:05,20.06.19,Koeln%238000207,0,I,15
17356, Fährt heute erst ab Liège-Guillemins@@Grund: Verspätung im Ausland,16:39,ICE 17,Bruxelles Midi (Halt entfällt) 14:25-Bruxelles-Nord (Halt entfällt) 14:34-Liège-Guillemins 15:14-Aachen Hbf 15:39-Köln Hbf 16:15,8000207.0,arr,Bruxelles Midi,4,16:15,20.06.19,Koeln%238000207,24,I,16
